Date,Adj Close,Close,High,Low,Open,Volume,RSI_14,MACD,MACD_SIGNAL,MACD_DIFF,BB_MAVG,BB_HIGH,BB_LOW,Target_Close_Next
2015-02-20,0.04737045852658295,0.056308061057799674,0.05394652784914564,0.055779660480744175,0.05557153490291997,0.2661875351290237,0.8277123799979241,0.5518655468815375,0.5355988750680658,0.5466736975513905,0.03964109197602658,0.04821293662593301,0.03595789655182349,33.25
2015-02-23,0.05186058453333964,0.06134070138650802,0.058937615301777296,0.058107428317885984,0.05758605244494994,0.4088948712840174,0.8813736551530308,0.557331427106559,0.5393755369219443,0.5527116260722098,0.041120777457490015,0.05039627125642687,0.03661827103065746,33.04249954223633
2015-02-24,0.05079573203747942,0.06014724404711727,0.05979323899742278,0.06029060553202753,0.06178773034961105,0.39758231327557186,0.831327447819978,0.5594567104828916,0.5428711955422295,0.5497898738753573,0.04253024830721247,0.051866437222126555,0.03790045425086147,32.1974983215332
2015-02-25,0.04645960011782957,0.055287144365839175,0.05694118902449041,0.05592422904231281,0.05980199758919219,0.43311126121091664,0.6539841792711117,0.5553553099342592,0.5447523556666019,0.5330030046748466,0.043982586746517005,0.05114620155325211,0.041616548927369296,32.60499954223633
2015-02-26,0.048550680038394856,0.05763092388276311,0.05590017511759168,0.05369767905355752,0.05581615065572654,0.5405079960542108,0.690356981533535,0.5534660370755866,0.5458356283883105,0.524706910563174,0.04509937257453983,0.05167653959599225,0.043312384859571784,32.1150016784668
2015-02-27,0.04603627594054552,0.05481265758540596,0.05547238502918339,0.05605436942758571,0.057557267663338824,0.3508464171230402,0.6023159810282681,0.5482840725257954,0.5455457152526371,0.5104291076205154,0.045805956153527616,0.05205481309404644,0.04433954292977621,32.272499084472656
2015-03-02,0.046844486296952675,0.055718517924985445,0.05505882559783609,0.056141114976813206,0.05647806889465121,0.26066926155755,0.6182705234104945,0.5442228122131798,0.5444073766286399,0.5016075399727773,0.046687706399096834,0.05213964890463604,0.04603623826646505,32.34000015258789
2015-03-03,0.04719085744785842,0.05610675632227416,0.05397505444151102,0.05583748349308529,0.05606078836488829,0.194061231001981,0.6253183917702607,0.5405797557914971,0.5426836340099496,0.49552075803197715,0.04748076498279083,0.05227882011224194,0.04749490644364901,32.1349983215332
2015-03-04,0.04613894600147925,0.05492767005664573,0.054032085866827284,0.05617003751369959,0.05626223792345575,0.15421459196879653,0.5859169071106927,0.5357733619477482,0.54023192995535,0.4879517244041614,0.04821173799344361,0.052082720512862696,0.04918694788956088,31.602500915527344
2015-03-05,0.04340638177951292,0.051864963861905505,0.05287700910929599,0.05246873597306598,0.05551398729605289,0.31522611347869256,0.4915760804346151,0.5282685200406116,0.5365956064564191,0.47563455488389805,0.048718024520860076,0.05165477961090048,0.050671893094974746,31.649999618530277
2015-03-06,0.043650126886660034,0.05213815687709855,0.05376113763789239,0.05319164496520404,0.0552549681742632,0.4209978829448286,0.49810294489497664,0.5219968264916166,0.5322868063225911,0.4686424286360299,0.049210267332480406,0.051145547688128984,0.05221547002722504,31.78499984741211
2015-03-09,0.04434284717988396,0.052914622701390635,0.054046360042717206,0.05145665676564323,0.054621845695127236,0.5226320810798115,0.5172863390757187,0.5172548396524936,0.5277814308655325,0.4665985219693631,0.049817071452616435,0.05013468211806349,0.05452879828776672,31.127500534057617
2015-03-10,0.040968908699454354,0.0491329569179782,0.05069519262075586,0.04963493404757072,0.0523915081600794,0.3951753171128356,0.4058748792793294,0.5093085085505669,0.5224036369425946,0.4575274855379892,0.050171102221815256,0.049055627818280406,0.05640273608466673,30.559999465942383
2015-03-11,0.03805675440305725,0.04586892404714185,0.04720142487608939,0.047191498124315,0.05000287628252559,0.3957091972845973,0.3264120701210411,0.49944834143132466,0.5159007707664126,0.4458294624031614,0.05018736259478049,0.048997641059984054,0.05649783371810435,31.112499237060547
2015-03-12,0.040891944668782265,0.04904667562397774,0.047386815087342604,0.04649750063834748,0.04649187944204511,0.26239270968483897,0.411795970851222,0.49449977614163954,0.5095940374810465,0.4478687688456149,0.05015558111050067,0.049048630763572576,0.0563787670197029,30.897499084472656
2015-03-13,0.03978864317046735,0.04781008312272944,0.04809982758057571,0.047871034341839314,0.04949925238610689,0.2848402975863627,0.3816220045556338,0.4891394469602866,0.5033523114168367,0.4485446863032041,0.049943458128085066,0.04929906748331098,0.055680382528778855,31.237499237060547
2015-03-16,0.04153335194012686,0.049765624242364664,0.047458109808841575,0.0482903228809653,0.04875100175870403,0.181478763847112,0.43237137617581267,0.4866388170995399,0.4978008301175617,0.4557215580157697,0.049786028666095855,0.04934572763278822,0.055311225329293195,31.76000022888184
2015-03-17,0.04421457012733254,0.052770835171770336,0.050837792943461024,0.05230969511233835,0.051657649923482096,0.27962978260904775,0.502899816336002,0.48743354087868984,0.49353701466972677,0.4691101602825462,0.049727639401307755,0.04930097175564424,0.055240806875551274,32.11750030517578
2015-03-18,0.046049106947088775,0.054827028659168275,0.053461684576006585,0.053350685825931665,0.05324047258858841,0.37194310677441456,0.5464690515908305,0.4898731028468747,0.4906704333859323,0.48363800729733525,0.049709161807282076,0.04927145474866382,0.055234974072479404,31.875
2015-03-19,0.0448047304025605,0.053432266584252014,0.05359002160252907,0.054839876584821534,0.05575860304885946,0.24585019931418425,0.5059486959611336,0.49019926226146454,0.4884499619051264,0.4903559824328923,0.0496389471755411,0.04918828385101337,0.055181743237073005,31.475000381469727
2015-03-20,0.04275209948444994,0.05113163319947098,0.052377891660267045,0.051601247388643495,0.055039137203067745,0.3941289378926959,0.44275717375440404,0.4879801577691926,0.48617831621612184,0.4898238947650213,0.04937286993434972,0.04890311555793572,0.054947873989505264,31.802499771118164
2015-03-23,0.04443266422568687,0.05301527506915338,0.051593584445534996,0.05356754969900043,0.05341314834372235,0.1933705559254058,0.4875769908331381,0.4878835106562249,0.4843394295805635,0.49432353948065777,0.04894492878904824,0.04759217257759421,0.05548496624452706,31.67250061035156
